open_nutrition_id,shopping_category
fd_3xYBDncaWCei,beverages
fd_3xZsQlAVdP6J,nuts_seeds_dried_fruit
fd_3xaKJfj5KRJk,baking
fd_3xb24X900EA6,sweets
fd_3xb24je86bop,bread_bakery
fd_3xbxxYzsoI5Y,spices_seasonings
fd_3xcjNVDbRbDL,beverages
fd_3xcy5LZDSq1q,dairy_eggs
fd_3xdQy1W5oWqH,snacks
fd_3xdZOSwuyvdV,baking
fd_3xe28OxMrdE8,beverages
fd_3xeJuVrPJsjW,meat_poultry
fd_3xfFvE6iqPfT,baking
fd_3xfMSj5HfKYA,frozen
fd_3xfQ4I7ESa4P,snacks
fd_3xg94WuMPjBM,frozen
fd_3xiLQPyL8n6z,deli_cold_cuts
fd_3xl1BK5RvZGJ,breakfast_spreads
fd_3xmcBvGG3Tke,snacks
fd_3xngZVYD1VLe,snacks
fd_3xoLgoqZhWPc,beverages
fd_3xpnrmQeGfRJ,ready_meals
fd_3xpsyJX4FRTR,ready_meals
fd_3xqRMQ2tLhtu,sweets
fd_3xqisJ52SyuL,pasta_rice_grains
fd_3xql3stszKvN,ready_meals
fd_3xrL7drEkokx,beverages
fd_3xsR2u7ViHBj,snacks
fd_3xsfgpYIcwha,canned_jarred
fd_3xt1nWozyN6v,oils_sauces_condiments
fd_3xtDQMiTfAre,beverages
fd_3xtLBOgASlbZ,nuts_seeds_dried_fruit
fd_3xuGbZ4inXRg,snacks
fd_3xuesH8Rt03n,beverages
fd_3xveQGmb4dNA,baking
fd_3xvnSjlpj4pO,dairy_eggs
fd_3xw4jltVN9uU,ready_meals
fd_3xwNYEjCzWIK,deli_cold_cuts
fd_3xwNy3Wy1QBc,sweets
fd_3xwZfirXENbm,oils_sauces_condiments
fd_3xx3iVawLXvR,frozen
fd_3xxcFmazyUkM,pasta_rice_grains
fd_3xy9dx9NCMcw,sweets
fd_3xyhZ4XpZkni,ready_meals
fd_3xyw4LHkPxHy,sweets
fd_3xzBNW2wC72o,snacks
fd_3xzRC29hDgJv,snacks
fd_3y00ghGcoZ2p,bread_bakery
fd_3y15R8ooPULw,dairy_eggs
fd_3y1OJPafHLT6,nuts_seeds_dried_fruit
fd_3y1t4RPP8tIc,beverages
fd_3y2pVpJggYBb,baking
fd_3y4AFbzE2DoG,other
fd_3y4V5CBw8xLi,nuts_seeds_dried_fruit
fd_3y57e1CBeR20,bread_bakery
fd_3y5nazuZjlLo,beverages
fd_3y69dUmD06XF,canned_jarred
fd_3y6gm27wYD2b,meat_poultry
fd_3y6wt91pQZxI,sweets
fd_3y771G13MgLy,supplements
fd_3y77UbqrLq2k,sweets
fd_3y8Y7LzIX9yT,pasta_rice_grains
fd_3y96dYeDAvBM,pasta_rice_grains
fd_3y98241zCt5b,nuts_seeds_dried_fruit
fd_3yAWxaqSG5sp,baking
fd_3yAeWghXF7pt,baking
fd_3yC9VW8yzfOX,snacks
fd_3yCP9ZoOH8l5,frozen
fd_3yCQDcdHteV2,dairy_eggs
fd_3yE4WCYOzK3U,frozen
fd_3yFFkPpQJUnC,snacks
fd_3yFLH7WBEjWc,beverages
fd_3yFbPLkLblUS,bread_bakery
fd_3yG1bw9UDAph,snacks
fd_3yH7dLFszl7k,oils_sauces_condiments
fd_3yKIO1Im401z,sweets
fd_3yKL5UnarzYh,oils_sauces_condiments
fd_3yLTt5TK6AbS,dairy_eggs
fd_3yMK8qjbtgcQ,canned_jarred
fd_3yMNh6cHNQlT,breakfast_spreads
fd_3yMizekcLViI,deli_cold_cuts
fd_3yNZPpMKckjX,frozen
fd_3yP95rO5ZuU4,dairy_eggs
fd_3yPJBCbY5pG0,baking
fd_3yPzePy3MA1s,snacks
fd_3yR2TPXas5qd,beverages
fd_3yRD0SeOZXFw,dairy_eggs
fd_3ySzIAHLMXFb,bread_bakery
fd_3yT7PsWuyEGE,beverages
fd_3yTAZ1EKCL4c,snacks
fd_3yTlmx6rhoel,other
fd_3yTyBTzXpyED,canned_jarred
fd_3yUk3RTRbkDd,sweets
fd_3yVMasNIvt6X,breakfast_spreads
fd_3yVaCiTHIYbA,nuts_seeds_dried_fruit
fd_3yVlVGjMBMY8,bread_bakery
fd_3yWLTkcq8KuX,dairy_eggs
fd_3yX65Mis3x5D,spices_seasonings
fd_3yXWsvlhctW3,bread_bakery
fd_3yXsjYfHL5TH,canned_jarred
fd_3yXtpFhMKlFu,bread_bakery
fd_3yYPVUBlGdFq,frozen
fd_3yZNRkWLkKWt,supplements
fd_3yZR6Ib5Xf5c,dairy_eggs
fd_3yZd1bOXM2ow,canned_jarred
fd_3ybOv4gHdMMF,ready_meals
fd_3ybl0xmvJatx,snacks
fd_3ybwbqzrkhN7,breakfast_spreads
fd_3yfNXHEQH9ui,baking
fd_3yfczn1Bq1aB,frozen
fd_3yfhIIM6zhhV,pasta_rice_grains
fd_3yfxdwBOiWzI,beverages
fd_3ygW85vuaRs3,oils_sauces_condiments
fd_3ygc3nKNT6kt,oils_sauces_condiments
fd_3yjNolq95HTT,ready_meals
fd_3yjZEAaF6kzE,fruits_vegetables
fd_3yl3WQllNKBu,oils_sauces_condiments
fd_3ymgtcqLxoxI,nuts_seeds_dried_fruit
fd_3yp9rAUunKbL,baking
fd_3yphdP5hZYLi,sweets
fd_3ypmHnh4dht3,frozen
fd_3ypqfoBN8Xrb,nuts_seeds_dried_fruit
fd_3ys2W9NWtxtC,oils_sauces_condiments
fd_3yt7y0Po8KbM,snacks
fd_3yuGgZutWPL9,dairy_eggs
fd_3yuj2BoNa9F7,deli_cold_cuts
fd_3yvLnaTK5cmP,nuts_seeds_dried_fruit
fd_3yyqPIt4994F,canned_jarred
fd_3z14qxFyAtIk,spices_seasonings
fd_3z1sWwvFJgS4,sweets
fd_3z2mCS3ae0Tv,oils_sauces_condiments
fd_3z31eh3uAe0F,canned_jarred
fd_3z43ITbRxK3R,oils_sauces_condiments
fd_3z59pSHFTsXZ,breakfast_spreads
fd_3z5e33K5Zbp5,beverages
fd_3z6DrziFlsPH,dairy_eggs
fd_3z853Es9HZYk,snacks
fd_3z892WT0t4it,pasta_rice_grains
fd_3z8Gih1l0eIy,fruits_vegetables
fd_3z8Zf8XYj3d0,canned_jarred
fd_3z8l8oQjVn1m,meat_poultry
fd_3z9ZLzySZKBM,other
fd_3zBZTDR6CwhP,canned_jarred
fd_3zBoUHK8TisZ,sweets
fd_3zBppin2MGSd,canned_jarred
fd_3zBvWyeyr5v4,frozen
fd_3zC1RaYLBy21,snacks
fd_3zC4PbveuCH4,oils_sauces_condiments
fd_3zFxPRE8DN7n,deli_cold_cuts
fd_3zGfAQ5HCHui,dairy_eggs
fd_3zGxc39gVvQG,frozen
fd_3zIDIWqpDPSs,baking
fd_3zJE1oP1s8AY,canned_jarred
fd_3zJYmy5ufWua,deli_cold_cuts
fd_3zKIWFZFrblE,frozen
fd_3zLhH2mhXQIt,frozen
fd_3zM0ff7Z3Gk7,beverages
fd_3zMYlvdKJfnw,snacks
fd_3zNnFibpuvoA,frozen
fd_3zOutOL631oB,sweets
fd_3zPfuVwXoiy2,fruits_vegetables
fd_3zQ4U0ZQdpVM,spices_seasonings
fd_3zQhgBX8vBWu,oils_sauces_condiments
fd_3zRNG566p3PU,sweets
fd_3zSdFk7s6ja5,other
fd_3zSfjC3MpDtk,oils_sauces_condiments
fd_3zT3FTZTHZt0,sweets
fd_3zT83WHRepcc,dairy_eggs
fd_3zUbIpfHZXH9,plant_based
fd_3zVFJlr3RbCi,dairy_eggs
fd_3zVr7TROXZ0l,dairy_eggs
fd_3zVsNNhGiUvk,beverages
fd_3zWlYqJqTwhL,canned_jarred
fd_3zWoaigeobUM,nuts_seeds_dried_fruit
fd_3zX99EQtcD5m,coffee_tea
fd_3zXLDIhL3pFW,plant_based
fd_3zYlaDCDZmlF,oils_sauces_condiments
fd_3zZPVWl6zC2X,canned_jarred
fd_3zZtfQuk0CGn,oils_sauces_condiments
fd_3za8HwCoiuXE,other
fd_3zbbocX0XzE4,bread_bakery
fd_3zbrTW8hmCcC,beverages
fd_3zbzG5WPZNs2,breakfast_spreads
fd_3zdmEaUvXZSw,fish_seafood
fd_3zdwzk8QD0Qz,dairy_eggs
fd_3ze61jJkBy2X,dairy_eggs
fd_3zeayhViGoxl,nuts_seeds_dried_fruit
fd_3zffM9Dt62M6,breakfast_spreads
fd_3zfiAJwklbxq,baking
fd_3zgidD89sash,nuts_seeds_dried_fruit
fd_3zgyEc68pMDK,snacks
fd_3zhEQvhWOpKq,snacks
fd_3zhdCSqllVQg,dairy_eggs
fd_3zjFAMW0jTS4,plant_based
fd_3zjISq1CHsqI,other
fd_3zkDNI9dSC8f,beverages
fd_3zln97DMNi6l,coffee_tea
fd_3zn5PCFYsisC,frozen
fd_3zn78jp9DGqf,fruits_vegetables
fd_3znfWOffZPIG,spices_seasonings
fd_3zoA1scTAbNi,snacks
fd_3zpSoPUYkdFK,snacks
fd_3zqbseZKHb2R,fruits_vegetables
fd_3zrJLOLdN5yK,other
fd_3zrmcCG9ftWD,dairy_eggs
fd_3zrnMsWLBAYY,spices_seasonings
fd_3zsuU1vPTtRi,baking
fd_3zt7U6Z5Join,sweets
fd_3zu90V1YGixN,bread_bakery
fd_3zuGsYzBx9Py,beverages
fd_3zv9MJkesiuV,coffee_tea
fd_3zvaq7ZewvIy,snacks
fd_3zw5vzRCEUdb,baking
fd_3zwE3aVsKor7,canned_jarred
fd_3zxxDizI6Ncs,canned_jarred
fd_3zy8aHTxfkrk,snacks
fd_3zzs9642eqiw,dairy_eggs
fd_4003siBZ83qb,dairy_eggs
fd_4013s0oKMSb4,oils_sauces_condiments
fd_402N07asN2ur,beverages
fd_402dLLucVJNH,frozen
fd_402fJoGFTLD4,beverages
fd_403S80uSG5GG,oils_sauces_condiments
fd_403mDSd6B2AQ,canned_jarred
fd_406r6ObmIBW5,spices_seasonings
fd_407SC0FJNc8d,dairy_eggs
fd_407bkMpw4O00,baking
fd_408FTWQ8DBAX,beverages
fd_40AFK8qj7gij,bread_bakery
fd_40ApeOnpxCMd,dairy_eggs
fd_40C4azAOzACi,nuts_seeds_dried_fruit
fd_40CGNCtFvG52,oils_sauces_condiments
fd_40D0diECYWs1,frozen
fd_40DDIrgK0BjL,oils_sauces_condiments
fd_40DJDHBEdiQZ,beverages
fd_40DcyznDRR0X,snacks
fd_40Dhsaw4CwXm,oils_sauces_condiments
fd_40DzdXNrfoZX,snacks
fd_40E8gfVxcNxe,fruits_vegetables
fd_40EC59xfb4eU,oils_sauces_condiments
fd_40EFPlNMgwvr,sweets
fd_40ERWcvonNIf,beverages
fd_40ErCPh1GEB8,breakfast_spreads
fd_40ErqgI7y6kM,bread_bakery
fd_40EyedFQdyxb,canned_jarred
fd_40F5Ejmf9J2x,nuts_seeds_dried_fruit
fd_40FO4UUTVW5F,snacks
fd_40FOifKhThWD,oils_sauces_condiments
fd_40FeV1d4DH5T,coffee_tea
fd_40FspOKWYJDE,dairy_eggs
fd_40GG2GCZWppS,snacks
fd_40IKBlt21b51,baking
fd_40ITZb4tQSv5,dairy_eggs
fd_40IpulRD0Jmp,dairy_eggs
fd_40IsYEoOgEId,ready_meals
fd_40IwQXvckJrj,nuts_seeds_dried_fruit
fd_40JDjPQF87UD,snacks
fd_40JyXO8LbcO7,spices_seasonings
fd_40Kyb08ZNQxz,fruits_vegetables
fd_40LsoLrQAFls,frozen
fd_40M1cpG8kby6,beverages
fd_40MISIRc75ce,snacks
fd_40MIxUyey4HO,oils_sauces_condiments
fd_40NontjxPUpr,dairy_eggs
fd_40OVRBu4oC1M,spices_seasonings
fd_40Pu2JqgBZiU,dairy_eggs
fd_40QfXTae2iNw,sweets
fd_40Ri4KuQQFzq,baking
fd_40TV35ESVdJD,snacks
fd_40To9E1Tn8Pp,nuts_seeds_dried_fruit
fd_40ViEaAbSZMS,frozen
fd_40VshjzHY1q1,baking
fd_40XnUfN2IAiO,breakfast_spreads
fd_40Y9fmvKa2z0,meat_poultry
fd_40Zyea0fXcrC,baking
fd_40aOJIiDedIQ,ready_meals
fd_40aq8LGDRF4b,sweets
fd_40c7Rwa5CAtp,canned_jarred
fd_40cTH5oj0epm,snacks
fd_40djXAd4OHwB,snacks
fd_40fZfDnn0SMB,bread_bakery
fd_40iSGmkJvYzg,coffee_tea
fd_40ib6sNZ80uO,deli_cold_cuts
fd_40icMAEaVyfd,sweets
fd_40ihrecGtxDC,dairy_eggs
fd_40kUOmYHN9NY,supplements
fd_40ky0GXaXPct,frozen
fd_40m8vGfmDegD,breakfast_spreads
fd_40meK37XQVKa,dairy_eggs
fd_40mgVv4oS9L5,frozen
fd_40mkdElCcYKg,canned_jarred
fd_40nT7aMgaCxB,nuts_seeds_dried_fruit
fd_40ncck9dy6kt,dairy_eggs
fd_40pvK2qGkMyI,bread_bakery
fd_40s3tpXxfK4D,oils_sauces_condiments
fd_40scNmdFut1N,snacks
fd_40tK4oot7Pu9,frozen
fd_40u8uLyzoeF1,breakfast_spreads
fd_40ux6JB0kQEj,baking
fd_40vWxtEkv5I1,oils_sauces_condiments
fd_40wbOOTWGZWO,dairy_eggs
fd_40wrYbLT0NWD,bread_bakery
fd_40ysiQGsXQH3,bread_bakery
fd_40zHZmz96vVJ,bread_bakery
fd_40zkWmpR09aN,canned_jarred
fd_410AjoeZWODz,coffee_tea
fd_410FtGnHmYMz,dairy_eggs
fd_411AissZv1WM,dairy_eggs
fd_411hIproCFhF,frozen
fd_411uxlKwEeBn,beverages
fd_412NidFo0xJQ,deli_cold_cuts
fd_412nlEphghAj,pasta_rice_grains
fd_413HR4VFYcF0,dairy_eggs
fd_413j36Eu1TGf,sweets
fd_414j7ICGBF10,frozen
fd_414vi8rfXgZc,ready_meals
fd_414xqcdOiyWO,snacks
fd_4169oA6FzdjA,beverages
fd_416B3A5wT1KZ,canned_jarred
fd_4179GsGIEMqE,frozen
fd_417anfOpoftI,baking
fd_418IueLnw9Oe,snacks
fd_419YbkacRbP6,baking
fd_41AL8fYszBUL,plant_based
fd_41D0fBRByPuV,canned_jarred
fd_41EOJtxJMUCF,bread_bakery
fd_41Fe6f06aep9,bread_bakery
fd_41G1ROaCxyWq,baking
fd_41IP4SLodt6T,sweets
fd_41KliqRLY7vZ,canned_jarred
fd_41LtOdfxnoYh,snacks
fd_41LtuLrLIi6N,coffee_tea
fd_41NJJnZcDR83,bread_bakery
fd_41OIqFJpiw4u,dairy_eggs
fd_41OLifz1OxYp,snacks
fd_41QOO6xZQFrt,snacks
fd_41Rb9ElBKBj7,pasta_rice_grains
fd_41ULNvM3bBL7,bread_bakery
fd_41UpvK4pmM1C,fruits_vegetables
fd_41VCHRG3IdHO,pasta_rice_grains
fd_41WDsdfe2giK,sweets
fd_41YrafvVtbEW,meat_poultry
fd_41a4Wkjp6evw,canned_jarred
fd_41b7kD4SVE1O,oils_sauces_condiments
fd_41cLoGaOQYMV,bread_bakery
fd_41g3Xedte6Sk,coffee_tea
fd_41hempIvzLmg,frozen
fd_41hzGU5DLmBU,deli_cold_cuts
fd_41hzPJtrxdmC,canned_jarred
fd_41iHw68GcKgR,beverages
fd_41iPKyjsNkkR,breakfast_spreads
fd_41iXEcvRT5KP,canned_jarred
fd_41jQp6dWzI0Y,beverages
fd_41kBvE4g8uQo,pasta_rice_grains
fd_41kCb3y8fRmg,deli_cold_cuts
fd_41lmjaJ2tiZh,breakfast_spreads
fd_41lqMH9UXgfG,beverages
fd_41n9GMt2wRjt,nuts_seeds_dried_fruit
fd_41oQUZLbURkB,fish_seafood
fd_41ou8GzhN2Bf,pasta_rice_grains
fd_41piCQFmXIBp,beverages
fd_41qNTUwNrD4g,dairy_eggs
fd_41qTLG8kRTBI,beverages
fd_41r19AvDESIT,baking
fd_41rU42CDWTxx,other
fd_41rUElINo9Zz,canned_jarred
fd_41t0t96EVKkn,beverages
fd_41tH0BbYPzze,nuts_seeds_dried_fruit
fd_41txTUOvXfUC,sweets
fd_41v76fEIQIi7,oils_sauces_condiments
fd_41wMiLoSDhza,frozen
fd_41xMPkZZpRTo,sweets
fd_41y3NZKCbheA,deli_cold_cuts
fd_41yR9SUMMh5V,canned_jarred
fd_41ybynNF0QNc,frozen
fd_41z53Z8hkILO,bread_bakery
fd_41zRCMJi8qrZ,dairy_eggs
fd_420EjRF47yyk,pasta_rice_grains
fd_420SX6UDOrUC,canned_jarred
fd_421M9bdbf3Ex,canned_jarred
fd_421yyf82fpTI,frozen
fd_422nEU2aa6bQ,dairy_eggs
fd_423PaRigmuj6,canned_jarred
fd_423euby9bG87,beverages
fd_423kZAqU2ZRT,frozen
fd_4246tsibSfcf,sweets
fd_425CWh1IoOOy,sweets
fd_425QP6kPbv0Z,dairy_eggs
fd_426V5IVlRkxm,oils_sauces_condiments
fd_4281X98vmyYh,pasta_rice_grains
fd_428E6pGhgyPC,baking
fd_428f8YVaLlT6,ready_meals
fd_429XZ6AOwlpb,deli_cold_cuts
fd_42B27m0VnIC3,sweets
fd_42Bq3Y8Au8CU,fruits_vegetables
fd_42Cl3G8lfXmQ,canned_jarred
fd_42DdNRk6UopM,baking
fd_42E7X9Oprm9h,frozen
fd_42EiPryJUwcu,other
fd_42EpJWjnxkB1,sweets
fd_42Fiq3Y2Lpn2,frozen
fd_42GLAENdd5Y2,nuts_seeds_dried_fruit
fd_42GMZWbA1caU,snacks
fd_42GMizlttu1v,beverages
fd_42GWQDsbMvUO,bread_bakery
fd_42GlXecI5MbS,frozen
fd_42GtDmmft9Zh,spices_seasonings
fd_42H00KJnltoR,breakfast_spreads
fd_42H2W4PoE4dk,fish_seafood
fd_42IgnRTATkKa,beverages
fd_42Iwi6pbIm3B,dairy_eggs
fd_42JBUv70qnPJ,fish_seafood
fd_42JJAPT6rxrn,beverages
fd_42Km8nUaSDQB,pasta_rice_grains
fd_42LDRIXYJeTM,canned_jarred
fd_42MYBi939utf,plant_based
fd_42NEzDtar3Ax,nuts_seeds_dried_fruit
fd_42NZPLDcA98Q,dairy_eggs
fd_42NdCxvZnCVV,bread_bakery
fd_42NnHxwi816g,dairy_eggs
fd_42Nzzsmdbsnz,frozen
fd_42OUBTJM4zIJ,sweets
fd_42OUowAgCnde,snacks
fd_42Olsq7j4l0c,sweets
fd_42PA5S4zHm2N,snacks
fd_42PUaH1JAeAn,sweets
fd_42Q2NJbH7k2J,pasta_rice_grains
fd_42QpvD6W4kaO,frozen
fd_42Ro2RB5eJkG,canned_jarred
fd_42SwqfjHAtye,coffee_tea
fd_42TPCWxo7PBn,oils_sauces_condiments
fd_42TjKGI4Jz4m,beverages
fd_42UtsNgFtqGn,canned_jarred
fd_42V9ikI8hAId,meat_poultry
fd_42W8LOJqQqvF,canned_jarred
fd_42XAEHGRGEIX,dairy_eggs
fd_42YGhyVzWdyL,canned_jarred
fd_42YW9UsF3Q4G,snacks
fd_42Yr1iCfm8Dp,sweets
fd_42aOlel5Khfa,sweets
fd_42apMWArvgg9,bread_bakery
fd_42b5PC2AMAIM,snacks
fd_42e8xH4lPTQg,snacks
fd_42gVsU9mp2j8,oils_sauces_condiments
fd_42h9FUcjK35Y,sweets
fd_42hHLDYURgb8,sweets
fd_42jRCZ2HhZia,pasta_rice_grains
fd_42mTylTdXW9q,snacks
fd_42nBQhAgkIxH,dairy_eggs
fd_42oqMzmcLHIu,bread_bakery
fd_42p4AJZGFz64,oils_sauces_condiments
fd_42p8XqfVdvFr,deli_cold_cuts
fd_42pF1QkxubPS,pasta_rice_grains
fd_42pIOlsZNNR6,frozen
fd_42qhu8VRTIeZ,spices_seasonings
fd_42rEmJ6kq2NV,snacks
fd_42rkqT7h8PX5,frozen
fd_42run6xHUE4Y,spices_seasonings
fd_42sip6AvjXov,oils_sauces_condiments
fd_42sn0opXyOQa,oils_sauces_condiments
fd_42w8DYjaF09N,coffee_tea
fd_42x6yEawrH4n,deli_cold_cuts
fd_42xYf3bXsolH,beverages
fd_42xlKTPgeHoj,spices_seasonings
fd_430wfJQfwtOP,dairy_eggs
fd_4333nxLb9RIm,canned_jarred
fd_433kQntBKRZe,frozen
fd_433mOMlxgBFs,canned_jarred
fd_43636grnZLnN,canned_jarred
fd_436UCayfua0q,pasta_rice_grains
fd_439Qg3HuW9IJ,oils_sauces_condiments
fd_43AfKQDxbBuk,sweets
fd_43BTos5Eur4S,snacks
fd_43BhTcSbEWKj,oils_sauces_condiments
fd_43Bmpzm1quDI,beverages
fd_43Cj7hXXxr7T,breakfast_spreads
fd_43D0PFTIYqUn,dairy_eggs
fd_43DIRwoilcHM,breakfast_spreads
fd_43DMtWZwy7MN,oils_sauces_condiments
fd_43EiLBmYMSxv,snacks
fd_43FPFDWoQukM,canned_jarred
fd_43GRFrSq4KY8,beverages
fd_43HSkDGdAuVl,ready_meals
fd_43Ha2F4f5nS6,bread_bakery
fd_43ImMAAml9d5,breakfast_spreads
fd_43JNqwTAmRBr,snacks
fd_43JOoyo4Abj4,nuts_seeds_dried_fruit
fd_43JXfCBlUsMN,snacks
fd_43K2tjZ7geg7,sweets
fd_43LH59tbAqTp,dairy_eggs
fd_43LTjnU1LqvO,oils_sauces_condiments
fd_43LpQnSSUPKZ,beverages
fd_43M2GrZhA2Xq,deli_cold_cuts
fd_43MM409e0vJe,meat_poultry
fd_43MPNQ1B1B2p,fish_seafood
fd_43MihlIr2aOQ,oils_sauces_condiments
fd_43MndCwSLRcV,frozen
fd_43MwG7TvMBKm,dairy_eggs
fd_43OFJCJfEhcF,frozen
fd_43PcLspsYdrE,canned_jarred
fd_43Q7hIoeJypB,dairy_eggs
fd_43QV3KEbcHVY,oils_sauces_condiments
fd_43QiU5btwoKq,beverages
fd_43QlJJJENHN2,sweets
fd_43QsHd9jQJel,spices_seasonings
fd_43RfObcuqeU8,breakfast_spreads
fd_43RjfTmTUJZH,supplements
fd_43SEDQkoYPv6,sweets
fd_43SXwt1VLivV,oils_sauces_condiments
fd_43T3ZsRwOv33,snacks
fd_43UPj8VC6Kde,snacks
fd_43VNK1bziNmA,beverages
fd_43VjEnszkimC,plant_based
fd_43WNvohVi6in,deli_cold_cuts
fd_43Wg2pM2JgEy,baking
fd_43WwanMLPegd,frozen
fd_43XCkdVaxB22,snacks
fd_43XQGPyTacd9,pasta_rice_grains
fd_43XzKJRmpowJ,beverages
fd_43YiARtAXVor,breakfast_spreads
fd_43YjnHoO1CEh,breakfast_spreads
fd_43ZJqrQELkW0,oils_sauces_condiments
fd_43a4fDv3dd6j,pasta_rice_grains
fd_43aBHhFxbTgY,oils_sauces_condiments
fd_43ahPD2nimyI,baking
fd_43bDutQ4YI7a,ready_meals
fd_43cGaNpa1KP9,sweets
fd_43dCfJmehYfm,frozen
fd_43dUPGytbNko,meat_poultry
fd_43dZNdaGZNKL,baking
fd_43eKiZbb7fqK,dairy_eggs
fd_43fdJd6trqXC,oils_sauces_condiments
fd_43fkcdxYzyZT,canned_jarred
fd_43g9ezPH0aJp,other
fd_43gmvDVsQOpQ,ready_meals
fd_43h70bTT3m32,dairy_eggs
fd_43i5QlqoFoTT,snacks
fd_43iV3slxIgmt,meat_poultry
fd_43iZBno66cdg,oils_sauces_condiments
fd_43kWftqEspi4,ready_meals
fd_43kYOBO1a3nv,nuts_seeds_dried_fruit
fd_43lLyk1fwGey,dairy_eggs
fd_43mi8bUvAzJY,pasta_rice_grains
fd_43muY2KXAXXx,oils_sauces_condiments
fd_43neGaT6ebru,oils_sauces_condiments
fd_43oAlq87uJro,beverages
fd_43oX4CGAJobs,canned_jarred
fd_43pBFRlz2IpL,baking
fd_43qcLm8Rt7m2,sweets
fd_43qwu4kZ08Ko,sweets
fd_43reZEcUqMEz,frozen
fd_43sCHOh8oxNU,dairy_eggs
fd_43sMDloO2z6v,snacks
fd_43u4OfYBXCwB,beverages
fd_43uh6zjSzJRt,ready_meals
fd_43urOrtpxdio,dairy_eggs
fd_43vN8R5g8PpB,dairy_eggs
fd_43vWmd4p0Czp,frozen
fd_43vYtkZsyi6L,nuts_seeds_dried_fruit
fd_43wCEaLlBazF,spices_seasonings
fd_43wCgKDGapnL,snacks
fd_43weUelAUCk3,beverages
fd_43x0p0q0vsPT,ready_meals
fd_43x38YI6kO1X,beverages
fd_43z2dp5d8t54,baking
fd_4409wCc1gU2T,dairy_eggs
fd_440DhlCtsswB,sweets
fd_440FdLJYGzbe,canned_jarred
fd_440MY3fGPt8D,frozen
fd_441hSNzAIcFa,frozen
fd_442W9k0XQCSv,beverages
fd_442sEegtAB4e,snacks
fd_443Yby1rLBBa,sweets
fd_443wOhlQm53N,oils_sauces_condiments
fd_4447n3ci3aNI,supplements
fd_444nSettBfgu,baking
fd_4456JxBXu3OR,dairy_eggs
fd_445IC2ixe6ag,spices_seasonings
fd_445b3jC4ytpY,nuts_seeds_dried_fruit
fd_446ZvuZ14rkO,canned_jarred
fd_447ZnIktkqJy,pasta_rice_grains
fd_447ak7jnK9Jx,baking
fd_448DsvClgezU,pasta_rice_grains
fd_44B1QmLMNHQP,canned_jarred
fd_44DZA554vriF,dairy_eggs
fd_44EFvMLWochh,dairy_eggs
fd_44FnkT7vXWoM,canned_jarred
fd_44GqEHmrF49C,dairy_eggs
fd_44JRRoq2yR9Z,sweets
fd_44JRh1MHDqW8,canned_jarred
fd_44Koovi3lOJQ,deli_cold_cuts
fd_44KrjX3bjh6B,deli_cold_cuts
fd_44MCgluiqE8G,beverages
fd_44NKFlEZygxE,spices_seasonings
fd_44NwJQa4o0bh,plant_based
fd_44O8CBomi41f,pasta_rice_grains
fd_44OcleG3VSjD,spices_seasonings
fd_44OejwQDhf5N,beverages
fd_44PTWBmIXL2o,breakfast_spreads
fd_44Pg9DZmXFPV,canned_jarred
fd_44QG8It7LB5V,nuts_seeds_dried_fruit
fd_44Qexu59upF8,beverages
fd_44QlFCHgasZS,baking
fd_44SouVsF4XKr,frozen
fd_44T54DMmesZi,beverages
fd_44U9yoonFAk4,ready_meals
fd_44Un2u3ILJY4,breakfast_spreads
fd_44VOc3Nm8tnF,sweets
fd_44XKfv4MqrV3,frozen
fd_44Xcnt0uGDWA,dairy_eggs
fd_44ZCNHcpGno8,other
fd_44ZDMEyDBiRA,coffee_tea
fd_44ZPddjqcUqW,other
fd_44ZeTXhWv4HW,canned_jarred
fd_44ak5N8fFLs9,sweets
fd_44bCgTL8PCFL,beverages
fd_44bIUr6BpwaJ,canned_jarred
fd_44bLJ4lVP2cQ,deli_cold_cuts
fd_44bQ1SRSUf78,baking
fd_44bTESeEtg7B,baking
fd_44bbgKDDOGQI,beverages
fd_44dM3OEr3T5G,fish_seafood
fd_44dONliryGz6,sweets
fd_44eLyXj9Ndlu,dairy_eggs
fd_44eZG12ULLGZ,canned_jarred
fd_44efUfLPmjaP,canned_jarred
fd_44h5Fu1kgqce,oils_sauces_condiments
fd_44hSUVftvqPj,nuts_seeds_dried_fruit
fd_44iXFdtm7HcF,dairy_eggs
fd_44ip0nAZE8IW,sweets
fd_44ipOmzI2KZV,frozen
fd_44k6LQpDvnU9,dairy_eggs
fd_44kfoiD2Oj7x,snacks
fd_44kxYIRvWQmH,dairy_eggs
fd_44lL4FOunSjE,beverages
fd_44lMVUZelWJW,frozen
fd_44pMi9kiz2nQ,fruits_vegetables
fd_44pqArZxWwFU,ready_meals
fd_44qDq6ggNrET,canned_jarred
fd_44qkAjWqap21,ready_meals
fd_44r0c4aKKChH,other
fd_44sl1md32N8O,sweets
fd_44tKJ1q3Cp0g,pasta_rice_grains
fd_44tZfCMQ4pBv,breakfast_spreads
fd_44tktMWnzP7d,sweets
fd_44uDQLUZ7bMM,nuts_seeds_dried_fruit
fd_44ugcUhYaBtl,frozen
fd_44v3UvzRZJTX,breakfast_spreads
fd_44v5d6A9O2H0,other
fd_44vC030wX0zS,dairy_eggs
fd_44vsdou2wl6L,bread_bakery
