open_nutrition_id,icon_key
fd_ZmZdDiYOSFRm,oregano
fd_Zsg5OeELzqlL,mustard
fd_ZzFALS4DNE94,macaroni
fd_ZziVoVRYXdp9,oat
fd_a35vMsW69Qql,egg
fd_a3spWtfCvunL,dark_liquor
fd_a4vH0d8vJB8C,milk
fd_a6tmMQmQGNjt,sausage
fd_a73UnOYdUMPn,cracker
fd_aAFo8Z6LTdlF,mustard
fd_aBqWlVk6veXq,mayonnaise
fd_aF3AMpq0sfvs,soda_drink
fd_aGd66BTJTlU4,tomato
fd_aH6rOEXfSWQB,butter
fd_aLb3kEdBDapb,potato
fd_aLeqBOOjmFj2,green_onion
fd_aN3jnQFSSKZd,pumpkin_seeds
fd_aNXH0KNDAy7c,garlic
fd_aORlRs8NpzkL,cake_mix
fd_aUStYhqXbRBz,pomegranate
fd_aeLea807znjd,bread
fd_ahQXpHpej00L,onion
fd_ajJ2Cn1nWs6S,tomato
fd_art7TJokNqrr,cauliflower
fd_atOFmXrLzzgs,rice
fd_auEwOioXk4il,cod
fd_auZZlrhj8ofe,chicken
fd_aur9IZ9fFAc8,cracker
fd_ayVYuseBVy84,broccoli
fd_b4Rk1gV8mM7y,chocolate
fd_b6WNCzuNUag9,pie_filling
fd_bBC6XA2IKFhT,bread
fd_bKrCZLyxiQo0,canned_milk
fd_bObnQZWez2zu,cod
fd_bUV1JvW1FMaZ,peanut
fd_bX7bhzMKyFXx,cracker
fd_bZDvAlOkCors,bread
fd_bgJM6c7FryeN,pudding
fd_bh2qmDUNLzj8,sausage
fd_bivl2jNqqZ7I,cucumber
fd_bjqiacRGdJIX,noodle
fd_bmZUW61Zc3hY,soy_sauce
fd_bnpYHtp51v4A,couscous
fd_bqHrMJM8nygH,bean
fd_bqw0OX6wk0dr,sausage
fd_bztQ8xnPlnsR,ham
fd_c4vrVVfSaNc1,seasoning_jar
fd_c5pjBhmTid1Y,rice
fd_cCsJl85awur1,water
fd_cEeCzqAPzGVS,ground_beef
fd_cJlCB2Sa8wIV,corn
fd_cOAZ5iLzvdmR,spinach
fd_cOrcwi0co3ba,chicken_thighs
fd_cSENitg40jMb,couscous
fd_cV7ps7GTUALI,bread
fd_cWNkmqrgr4LJ,canned_milk
fd_cXlqGXR3gtqV,egg_yolk
fd_cb7v6H0ZWXek,salad_dressing
fd_ce9YMg6d4Wp7,oat
fd_ci8Vu67tV4pz,bread
fd_cimfw5Puvy6G,milk
fd_cjAd53L6BEGi,herring
fd_cjO6q0XOEQz0,onion
fd_clDQqIg6Cceu,honey
fd_cmPR8ST09QU2,chia_seeds
fd_cn32G3eKz00i,mustard
fd_cv9wCHN99CrH,sausage
fd_d5cpg3dIglmq,chicken_breast
fd_d6IAIKGzZO32,salad_dressing
fd_d9rtfHCzRdBm,sugar
fd_dAYWKXpZLdfY,crab_meat
fd_dDbYOCYIvCSF,salad_dressing
fd_dFiKHLbMPSHh,beef
fd_dNXjutvZlEV5,extract
fd_dNZsgqnOSl35,marshmallow
fd_dPnbePHa7zqE,sausage
fd_dSNbFimb8ZmE,tortilla_chip
fd_dUZNpcqFjYu2,couscous
fd_dVHkF2GHm37L,strawberry
fd_dXDOG6iKuD4i,peanut_butter
fd_dZAHJbUA7qRc,cornmeal
fd_dZQ2KM3sVC4M,cracker
fd_dmPogSotiv9F,bread
fd_dmz2jPcDNAhg,ginger
fd_dqFUOOYf0B3a,vanilla
fd_dtdILBwvH88V,mayonnaise
fd_dwnKRIG3ONze,tortilla_chip
fd_e024r4k5FIjx,red_onion
fd_e1AeGq5ccEUu,orange_juice
fd_e2fzRyAE0Zbd,mandarin_orange
fd_e37whhmxHAP2,salad_dressing
fd_e4U69vbZGWNV,milk
fd_e6Tgz1EkkvO9,pecan
fd_eBBaYSxagEyc,cake_mix
fd_eBzk3MLFXjBX,honey
fd_eI0STsrrM28Q,rice
fd_eJJldkE9cjKX,flour
fd_eRVf3VCVQxXK,smoked_mackerel
fd_eS2Erb7Jd8IJ,flour
fd_eUzLZuEFJzBv,cereal
fd_eXzwKgfWHKai,flour
fd_eZBD2FAU9gMI,cracker
fd_eacVc4POUbyV,cracker
fd_efP4pns0mGc8,salad_dressing
fd_eiCtTtRuuqVO,canned_milk
fd_ejDlYmf8NW26,granola
fd_ewmgYlMdYeUj,honey
fd_f6yIvo03VIoK,strawberry
fd_f9TZGtrpticN,potato
fd_fBteeH06j21H,potato_starch
fd_fEVv1AB1tDmq,extract
fd_fElygaRkKSy5,parmesan_cheese
fd_fN7LH0LqLT2T,curry_powder
fd_fNVKq6eypN4K,pork
fd_fP6YlMq204QX,soy_sauce
fd_fR9OkrddSfa8,walnut
fd_fRPUZmHequHr,bacon
fd_fS0aAxI1bGhp,tortilla_chip
fd_fUIME9YyO4aY,flour
fd_fUNfq98SJCOZ,plum
fd_fVKxzY0cp82P,sausage
fd_fa1X0Ppm0btk,peanut_butter
fd_fhaVRz2N83Js,macaroni
fd_fjGnCpunF85H,cereal
fd_fpt2FMpdHXeD,granola
fd_frvIa0tFOxhn,vanilla_wafer
fd_fuILrmnsCFDK,kale
fd_fuy6e0gd67DQ,egg
fd_fvMWn86ncRvQ,beef
fd_fycPuybFqVcg,butter
fd_fzlBqGmrKcAw,peanut_butter
fd_g0ULKh8chDCf,crab_meat
fd_g3kB6HqqQDWe,salad_dressing
fd_g7PRQWi3djBE,olive
fd_gEikbN4KWaFC,kefir
fd_gF1oRKEzOw1p,peach
fd_gFsURgDaHKes,macaroni
fd_gZxwCEAycVWb,cream_cheese
fd_gbtVB7G9twmc,rice
fd_gc7mM0oBSCPE,egg
fd_gmm0hkJkaqnU,flour
fd_gopnzydYyjCf,swiss_cheese
fd_gqWn1uaSm3OA,pudding
fd_gxsVLYnld7TY,gouda
fd_gxww3EH9u0aJ,flour
fd_h5af6b7zhAoP,bean
fd_h6b3kheDcU2O,pea
fd_h9Qjc4NVeweV,bacon
fd_hDy0CKvEpqPe,sausage
fd_hEZ9j810caQA,chicken_thighs
fd_hFdneQI6W6wE,broth
fd_hFptfOOuFJv5,cracker
fd_hHp3SrSPtf0J,garlic
fd_hKmGGMak2YKm,macaroni
fd_hNSaM3eLoUd6,milk
fd_hVWFdllSI2tJ,pork
fd_hVsKUJZ0nMDn,bean
fd_hYBLV9dp6f3m,chicken_breast
fd_hd6o4iAuMPla,spaghetti_sauce
fd_heznkxTRuOPz,ground_beef
fd_hfGPDEu0Veqw,herring
fd_hfHiSpK56LEo,peanut_butter
fd_hnS5tkWAk0tk,soda_drink
fd_hpIM6K9ozM0S,bread
fd_hqbQqI4oVlgp,broth
fd_hs3EHPvUrm0I,cod
fd_hs47QWwwjOgZ,allspice
fd_i29RdaT8fl9z,parsley
fd_i2iVJ8TQVq0b,onion
fd_i3xE4vGB9XWX,vegetable_oil
fd_i6tlB7VoN1mT,mushroom
fd_iAO5W3w1B9CC,bread
fd_iB0fJCF8RtPn,peanut_butter
fd_iCWyTSiudppn,beef
fd_iHNBPTd7n639,dark_liquor
fd_iKBWuLAlKQFI,olive_oil
fd_iMk5w5KdaJtY,milk
fd_iO5PzGWPCPAq,orange
fd_iPE3p6ZuY0S5,sausage
fd_iSwD0vhmRiOn,honey
fd_iULp6loubW3e,bean
fd_iUp9uoF0qsv9,honey
fd_iaMxTMziYOqY,crab_meat
fd_ibVsREKeP1zr,shrimp
fd_igz9ewCB2b5K,chicken
fd_imMm9pA3RczK,buttermilk
fd_inR80ojqp9qD,beef
fd_irYaQd4eXgHO,noodle
fd_ixAhglYPjkZQ,pie_filling
fd_j1SRAEIWqHCu,noodle
fd_j2Yvxqa91X70,peanut_butter
fd_j98FXtgSp9T4,cod
fd_jMuX0TxBvWCH,pea
fd_jTATkrMc2qqj,cheddar_cheese
fd_jfJ0WUliA4gB,milk
fd_jfs1QrkMZLFd,chicken
fd_jgRdwXBfq41A,onion
fd_jlYl0AdHTMQv,processed_cheese
fd_jm0AQHxVDVnT,flour
fd_jmlp6ahscOuu,canned_milk
fd_jsHgVAtsamHO,cornmeal
fd_jxaTMGrnps66,green_bell_pepper
fd_jyg5FoyfX9yf,chicken_breast
fd_k3pRX4yCOCZk,salad_dressing
fd_k6ZaeTN9vVx7,cracker
fd_kEafYpEXhJqO,ham
fd_kIlUmamyeFDZ,spinach
fd_kKgUndcOW7Uy,bean
fd_kLd1tRruVtnL,tofu
fd_kOh3tVbIEWpi,ham
fd_kRXSjtm9F5y6,millet
fd_kUVfDnUk4f0d,honey
fd_kc2Tb4nPZ06m,cereal
fd_kjAVMskOtcrd,bread
fd_kkfo0MINZYmD,granola
fd_kkzYV71KUkzO,vinegar
fd_klLGWxs45vY1,oregano
fd_knq8esnT3knG,cauliflower
fd_konS5f1by6NM,cream_cheese
fd_kwnfIqYK2b5z,basil
fd_l60EBWQ1GjKI,bread
fd_lHwRR6n3ttq3,cracker
fd_lN5pK32smpAO,cake_mix
fd_lNBb0bjChKTz,extract
fd_lQj5kaByG9jg,quinoa
fd_lRnxsvN9vLtq,bulgur
fd_lRroOYEHR15n,sausage
fd_lVE0CADkj4HJ,couscous
fd_lYvriHBdtVgg,bean
fd_lalqoWXtSFks,thyme
fd_leiBGdt64Ex0,maple_syrup
fd_lg1xsv18DoaJ,mandarin_orange
fd_lgeeD8lTr1UK,celery
fd_llBZxz9G6hd2,cheddar_cheese
fd_lmmq3Ofw5Kny,margarine
fd_lnbfHrHfXzY9,sour_cream
fd_lou6o9RlMvxV,apple
fd_lr0DLF0RLVsF,macaroni
fd_lsJuRhE6tFtk,beef
fd_lu3pu09pi44R,salad_dressing
fd_luZkyYgHKSvQ,onion
fd_lxeYlYvpceQo,cake_mix
fd_m0n6nKOKAXIw,cheddar_cheese
fd_m82NffEwlO78,oat
fd_m8cLH2Glbdsk,beef
fd_m9ZBHVV7vLtU,butter
fd_mC40fhtPTg8x,milk
fd_mDnxZHB4Db2G,salad_dressing
fd_mIYYHfMyMeYl,nuts
fd_mIiGa2r9ygZ7,watermelon
fd_mWlCE0uHGcw9,cider_vinegar
fd_mdiN93fzQLXf,corn_syrup
fd_mhwhEiU9exIc,flour
fd_mqKvxf7MSPJE,kidney_bean
fd_mtKp2dwl7QmY,oat_milk
fd_mvrCexh6wkoJ,milk
fd_mzNsHLM4oMXx,bean
fd_n0mhT7hq0Udn,yeast
fd_n2VIpSR7Scz8,cracker
fd_n4Cnvh4jrnqY,pea
fd_n8PKetEWGmcQ,red_bell_pepper
fd_nA3GKQat3BL0,baking_mix
fd_nDP2urn8AfME,parmesan_cheese
fd_nFCFfpgMDSy4,egg
fd_nFbOArywuVLl,hummus
fd_nJSgLwBEw33N,egg_white
fd_nJvymlONjKFu,red_bell_pepper
fd_nM7RNBVuL67C,pudding
fd_nNmQ9FYseCJB,noodle
fd_nPfcMJ7Pull1,extract
fd_nQqmuFjAzK7X,strawberry
fd_nR2h1W0F6OaE,tortilla_chip
fd_nRcN3uYgER5p,potato
fd_nWzh2AgRDh8B,mandarin_orange
fd_ndIQN9VxMnFK,milk
fd_ndNfOWaFyz9Q,kale
fd_net5u9llyg3t,extract
fd_nkNWtTUxwpoc,mozzarella_cheese
fd_nkrcxEcjuLH9,bean
fd_nq1ls1seUCcn,extract
fd_nv4aIlpRA6rs,beef
fd_nxmwb2hHO43W,olive_oil
fd_nzcbu49SsKF7,coconut_milk
fd_o1H8Zt4oPCDG,macaroni
fd_o1qJnztJMcz8,mayonnaise
fd_o4RfvHmP96wy,tomato_sauce
fd_o678OQU1af6D,rice
fd_o7GuGZfB5UIe,milk
fd_oBYSEHDR08nu,apple
fd_oCS1REvb7PUw,worcestershire_sauce
fd_oCc0mcFt1r0F,pie_filling
fd_oFGhgKUvtIwJ,macaroni
fd_oHfUYXgIaDHS,cocoa_powder
fd_oIoFPxdWPSW9,mushroom
fd_oLAI2gIqy1mi,soy_sauce
fd_oUCzs5iYQT1b,oat
fd_oW8CEXByEHCI,flour
fd_oWoQb7WBoIO3,beef
fd_ocKHdMLrRLaY,cream_cheese
fd_odNWYbnALyF9,plum
fd_odrc4pkAqHvM,olive
fd_oez4zuEFb2FL,canned_soup
fd_oq9AEyoeIaKo,cracker
fd_orbCn8EGPR5s,potato
fd_oyAtNWs8R5on,cracker
fd_oz920XyRzoaB,sausage
fd_ozvQxgXgMI0W,peanut_butter
fd_pHYD3kE6qS9y,chocolate_chip
fd_pPLi2ljJqyPs,orange
fd_pQxQmn4IKhyl,dill_weed
fd_pS9tVsL8GC70,bulgur
fd_pTgBiUt4cTtS,flour
fd_pTwUjFDq3rHx,chicken
fd_pUJd0M8seTZb,noodle
fd_pW25Hv7HX5xE,cabbage
fd_pa1wBrdyj8CE,kidney_bean
fd_pa4Pfd1j0jL8,herring
fd_pah1FS826LfE,cornstarch
fd_pbeQttmg8V2V,flour
fd_pkCy58HFjZiJ,canned_milk
fd_plHWWgtJ1lbw,powdered_sugar
fd_pnNFmNkK1KB9,cake_mix
fd_ptITE1F7HWfp,buttermilk
fd_pu5EGgmHktOq,granola
fd_pwieZCT7OS48,mushroom
fd_pxLMqNnwAzk8,beef
fd_q09voplogUGc,mushroom
fd_q2TFOYKByrfx,egg
fd_q4rtKmquBHOA,cracker
fd_q5dwgzunMY8S,cinnamon
fd_q5sUKYVjjL8e,yeast
fd_qAQ2CjJSLjjG,bean
fd_qJyc2ydtuMES,cereal
fd_qMMk52De6aNE,celery
fd_qTppZgrUbqPJ,cornmeal
fd_qdA8fnxu6g9i,macaroni
fd_qf46xSzlXy52,rice
fd_qhUOmgSJhV32,noodle
fd_qrUAYbwcNBgy,mayonnaise
fd_qv1lo7oXhdqO,sausage
fd_qzCS5TryjLKD,worcestershire_sauce
fd_qzQYtfq3SlsG,lettuce
fd_qzSPCX0b0c8U,canned_milk
fd_r0Zg642RUKsX,potato
fd_r2lUNzRndQGJ,salad_dressing
fd_r36jgO2cTgyW,rice
fd_r3FR60zh9Wz4,quinoa
fd_r5ep57w6POBe,green_bean
fd_r6HajDMwWmip,noodle
fd_r7tsZmKX2cos,spinach
fd_rCQ9m0JOS2HO,vinegar
fd_rHV2EmYjLCgD,swiss_cheese
fd_rJI6pgL0yym6,paprika
fd_rLp9jZv0RSwO,broth
fd_rVGNxMzuFACL,red_onion
fd_rVYiI2SfN8X5,tofu
fd_rXp2CnFOyUG2,cream_cheese
fd_raq1EQZrowu8,lettuce
fd_rdlA6XFWEKGi,canned_soup
fd_reybBicH9szo,date
fd_rhGM682G0JVq,tomato
fd_rkMjWE2gUlmn,shrimp
fd_rsCiB7cJZdem,sausage
fd_sAjjj3tonPwt,cereal
fd_sBWywxGQkwc5,flour
fd_sEMxSof8aqMG,celeriac
fd_sH8bsKIcnjvi,kefir
fd_sHKnUieDmKV4,sweet_potato
fd_sHQ5NNhUEQ5R,salad_dressing
fd_sHeT7bNIkWeD,bean
fd_sImXpLTF5PP5,shrimp
fd_sLjlg3HEZdq6,nuts
fd_sMJ6JtBf3uNl,mayonnaise
fd_sT9KqxOEw4Dy,bread
fd_sU9BIH9HVnRg,cinnamon
fd_sjTVbx601q2A,shrimp
fd_sl4dHXlbbwdt,mayonnaise
fd_snx3tqejTjFe,salsa
fd_st1AkEYTk83m,processed_cheese
fd_sw8iMKVutNgJ,noodle
fd_swuD8qGQYotT,salad_dressing
fd_t0VTWeThtXdA,bacon
fd_t0sBM8BhqEh6,kefir
fd_t2YpCp0fOzlc,swiss_cheese
fd_tC3ZajfrH5vw,milk
fd_tCGUXIgAjk1Z,processed_cheese
fd_tCGZxBfBF35p,vegetable_oil
fd_tH7SrzFSRkVA,beef
fd_tJ22HUwWF6Yq,couscous
fd_tL6ZSvB3aMhV,honey
fd_tMyxnh17Or94,granola
fd_tOTRvVua6LNo,cracker
fd_tS4jYsK5DuHY,bacon
fd_tVaRyvVy9zwL,bean
fd_tVkpV6d2tTN5,macaroni
fd_tYI1PA6lV6rE,chicken
fd_tailIgVVyg22,pea
fd_tfg6dKRn0Y1h,cake_mix
fd_tjotsWUyzP3c,heavy_cream
fd_tkV15ATYw4gs,ground_beef
fd_tlArxxKOZtJZ,rice
fd_toyVXqkgRQJB,redcurrant
fd_twsaNPRgfPyX,bread
fd_u1l06z4603He,green_onion
fd_u3ehsN1SovGQ,cottage_cheese
fd_u4vR0inxm9Cy,peanut_butter
fd_u5DqqgKR6oPa,salad_dressing
fd_u8JeiDnXmSDs,ground_beef
fd_uExKLZO4oda2,bean
fd_uF8mdP0VxWcZ,molass
fd_uLpN6IIyDvlm,pudding
fd_uQRKPYFHA3vY,mushroom
fd_uR3FKKf6p3kO,flour
fd_uUCloVu4GJdx,sausage
fd_uWKE2jvrzFeP,banana
fd_uWWkIIA8mPCQ,milk
fd_uYpyT1Q1vxOf,milk
fd_ub465mXMkgFh,salad_dressing
fd_ubfT3lAzri1o,rice
fd_udCY9mQS5Gjk,flour
fd_uhMGuoSb2jmW,peanut_butter
fd_uk8k7xIC6gmf,ground_beef
fd_ukdahJo3IqD8,dried_herbs
fd_uqXIwyThN6Tg,cracker
fd_ur9zTo3RwnKV,celeriac
fd_utUGZu3Ch33d,flour
fd_uy24n1lZykuN,egg_yolk
fd_v0l0C3hun7Wp,nuts
fd_v0rrfpCPabFw,pumpkin
fd_vEcNVVUYhRDp,milk
fd_vF6O2crYnkFY,corn
fd_vHnBv5CmAWp3,cream_cheese
fd_vIh9Ofhclayl,kidney_bean
fd_vN16nVLPUutx,bean
fd_vON0yZbSva4x,sausage
fd_vQAAJfBglsPG,mascarpone
fd_vRQltwtqGHdl,tomato
fd_vUvkVEj2GC38,mayonnaise
fd_vUxEF72kZM5k,milk
fd_vVFPeuRxGjXb,bean
fd_vZLLwyfrT69a,crab_meat
fd_va46ux4wUkJ2,cake_mix
fd_vaGxxEIFIzqz,herring
fd_vb7sCPyKT136,kohlrabi
fd_vdxDw544pJ61,curry_powder
fd_ve2ZvG4P32Yd,bread
fd_vf1l7YTMeG5H,beef
fd_viNtYMa3wCb3,kiwi
fd_vrv03wGjENSH,buckwheat
fd_vurIsNH5XtWB,cheddar_cheese
fd_vysKZsQlW0mp,chicken_thighs
fd_vyt83A16jyKT,bacon
fd_w2I6dZ4BNwHT,egg
fd_w4HmD3hSNFzv,parmesan_cheese
fd_w5HUPYlSAKlu,parmesan_cheese
fd_w5nMW8kfi7VH,noodle
fd_w6fECU4L4gO7,granola
fd_w9FhQR1sBPUz,bean
fd_wAU9aJY3bgjk,corn
fd_wFwS2aaIhbvk,herring
fd_wQvP7vYdgNrF,oregano
fd_wRlBAXgn8lbY,salad_dressing
fd_wS5XZu6ZCckJ,cracker
fd_wU0fAlCGMd15,canned_milk
fd_wWmm94RV7kFg,granola
fd_wYL82vI0VjNJ,heavy_cream
fd_wYbPnQ1Mzlda,tomato
fd_wZnPe6R5lM2G,cracker
fd_wk0j8ZS0R6t7,oregano
fd_wxefgjMyLU9S,soy_sauce
fd_x1BtnsV7VAC2,apple
fd_x5xQ4XPV2Ufi,cracker
fd_x6pyOE5vzdJa,mushroom
fd_x8ifi9uLFual,butter
fd_x8jf5tR4UZ1R,cod
fd_xA92sxTBc5dP,pudding
fd_xBLky4zje47R,flaxseed
fd_xBbDlPXxrFb7,cracker
fd_xBbq9MndnsEV,bacon
fd_xFbQ7c5RVFi4,corn
fd_xGHz7ezw0MJY,tahini
fd_xH61mhSJiaxn,coconut
fd_xLc2r80HvFyA,pork
fd_xLzfnEFhQgUP,tofu
fd_xQE4G4kDceLF,onion
fd_xQRrfwsDLiLh,nuts
fd_xQngwlr8mztI,carrot
fd_xcHBABHZfzWG,ground_beef
fd_xfnSKSt4jqRS,bread
fd_xjp4xeBkhiGd,oat
fd_xpIyy7lFhxDS,pie_crust
fd_xpbpRqTn74e0,tomato
fd_xprh6WeRS2Um,oat
fd_xusmAwT9mTZE,beef
fd_xvBlfw5ke5q0,cheddar_cheese
fd_y3yecnKIxq4G,thyme
fd_yBYX9H6ctv6v,pork
fd_yGgS2kyqnEtx,chili_powder
fd_yH8f8SBP3y9Z,kidney_bean
fd_yHidrB919zji,mozzarella_cheese
fd_yKMA7KH1q8oe,brown_sugar
fd_yLHK4w1QfQ8g,pudding
fd_yOV7KDkkqiEE,mustard
fd_ySq6IG01Uxki,pea
fd_yWBHH3pvdb4r,herring
fd_yWJAZlnCkldf,flour
fd_ybxJ5PY5SBxm,canned_milk
fd_yeIEf1jkwrcu,crab_meat
fd_ygUR3ZAt37Pe,cabbage
fd_ykrUBN0aKvA0,peach
fd_yoJfDlUsyyYN,chocolate
fd_yoSUT4KL9XXl,cereal
fd_yqy4d43wEVRm,cracker
fd_yytyHpug8JbM,beef
fd_yzZS3DLsLtHG,water
fd_z82xOCz18VUW,granola
fd_zAeltWfeUE8J,shrimp
fd_zGQwW5PmHSwR,sweet_potato
fd_zJ4XDPaAnyIr,tortilla_chip
fd_zMaRG8ptpPwZ,canned_tomatoes
fd_zQhruH8vC6In,sausage
fd_zSLW4naNt8ZU,orange_juice
fd_zTfY7b5UrSmw,oat
fd_zXmqVAwWBjbK,oat_milk
fd_zcpKZIPUZ0rp,cereal
fd_zkscDlk1dkn8,couscous
fd_znaFMxCSPIVS,bacon
fd_zp0xwXOAueFy,rice
fd_zqzqD9r8r8MH,beef
fd_zsToaILZZfWm,flavored_gelatin
fd_zuB8UN7NbpC7,rice
