dictionary,key,name_en,name_pl
measure_units,tomato,tomato,pomidor
measure_units,tomatoe,tomatoe,pomidor
measure_units,torte,torte,tort
measure_units,tortilla,tortilla,tortilla
measure_units,tortilla_&_filling,tortilla & filling,tortilla z nadzieniem
measure_units,tortillas,tortillas,tortilla
measure_units,tostada,tostada,tostada
measure_units,tostadas,tostadas,tostada
measure_units,tots,tots,krokiecik
measure_units,tray,tray,tacka
measure_units,trdelník,trdelník,trdelník
measure_units,treat,treat,ciastko
measure_units,tree,tree,choinka
measure_units,triangle,triangle,trójkącik
measure_units,truffle,truffle,trufla
measure_units,tsp,tsp,łyżeczka
measure_units,tsps,tsps,łyżeczka
measure_units,tub,tub,kubek
measure_units,tube,tube,tubka
measure_units,tubes,tubes,tubka
measure_units,turnover,turnover,ciastko francuskie
measure_units,twist,twist,skręcony paluch
measure_units,twists,twists,skręcane paluchy
measure_units,uncooked,uncooked,surowy kotlecik
measure_units,unit,unit,sztuka
measure_units,wafel,wafel,wafelek
measure_units,wafer,wafer,wafelek
measure_units,wafers,wafers,wafelki
measure_units,waffle,waffle,gofr
measure_units,wedge,wedge,kawałek
measure_units,whole,whole,cały
measure_units,whole_fish,whole fish,cała ryba
measure_units,whoopie,whoopie,ciastko whoopie
measure_units,whoopie_pie,whoopie pie,ciastko przekładane
measure_units,wiener,wiener,parówka
measure_units,wing,wing,skrzydełko
measure_units,wings,wings,skrzydełko
measure_units,wonton,wonton,wonton
measure_units,wrap,wrap,zawijaniec
measure_units,wrapper,wrapper,płat ciasta
measure_units,wrappers,wrappers,płat
measure_units,z,z,uncja
nutrients,added_sugars,Added Sugars,Cukry dodane
nutrients,alanine,Alanine,Alanina
nutrients,alpha_linolenic_acid,Alpha Linolenic Acid,Kwas alfa-linolenowy
nutrients,arachidonic_acid,Arachidonic Acid,Kwas arachidonowy
nutrients,arginine,Arginine,Arginina
nutrients,aspartic_acid,Aspartic Acid,Kwas asparaginowy
nutrients,biotin,Biotin,Biotyna
nutrients,caffeine,Caffeine,Kofeina
nutrients,calcium,Calcium,Wapń
nutrients,calories,Calories,Kalorie
nutrients,capric_acid,Capric Acid,Kwas kaprynowy
nutrients,caprylic_acid,Caprylic Acid,Kwas kaprylowy
nutrients,carbohydrates,Carbohydrates,Węglowodany
nutrients,chlorine,Chlorine,Chlor
nutrients,cholesterol,Cholesterol,Cholesterol
nutrients,choline,Choline,Cholina
nutrients,chromium,Chromium,Chrom
nutrients,copper,Copper,Miedź
nutrients,cysteine,Cysteine,Cysteina
nutrients,cystine,Cystine,Cystyna
nutrients,dietary_fiber,Dietary Fiber,Błonnik
nutrients,dihomo_gamma_linolenic_acid,Dihomo Gamma Linolenic Acid,Kwas dihomo-gamma-linolenowy
nutrients,docosahexaenoic_acid,Docosahexaenoic Acid,Kwas dokozaheksaenowy
nutrients,docosapentaenoic_acid,Docosapentaenoic Acid,Kwas dokozapentaenowy
nutrients,eicosapentaenoic_acid,Eicosapentaenoic Acid,Kwas eikozapentaenowy
nutrients,eicosenoic_acid,Eicosenoic Acid,Kwas eikozenowy
nutrients,erucic_acid,Erucic Acid,Kwas erukowy
nutrients,ethyl_alcohol,Ethyl Alcohol,Alkohol etylowy
nutrients,folate_dfe,Folate Dfe,Foliany (DFE)
nutrients,folic_acid,Folic Acid,Kwas foliowy
nutrients,gamma_linolenic_acid,Gamma Linolenic Acid,Kwas gamma-linolenowy
nutrients,glutamic_acid,Glutamic Acid,Kwas glutaminowy
nutrients,glycine,Glycine,Glicyna
nutrients,histidine,Histidine,Histydyna
nutrients,insoluble_fiber,Insoluble Fiber,Błonnik nierozpuszczalny
nutrients,iodine,Iodine,Jod
nutrients,iron,Iron,Żelazo
nutrients,isoleucine,Isoleucine,Izoleucyna
nutrients,lauric_acid,Lauric Acid,Kwas laurynowy
nutrients,leucine,Leucine,Leucyna
nutrients,linoleic_acid,Linoleic Acid,Kwas linolowy
nutrients,linolenic_acid,Linolenic Acid,Kwas linolenowy
nutrients,lysine,Lysine,Lizyna
nutrients,magnesium,Magnesium,Magnez
nutrients,manganese,Manganese,Mangan
nutrients,methionine,Methionine,Metionina
nutrients,molybdenum,Molybdenum,Molibden
nutrients,monounsaturated_fats,Monounsaturated Fats,Kwasy tłuszczowe jednonienasycone
nutrients,myristic_acid,Myristic Acid,Kwas mirystynowy
nutrients,niacin,Niacin,Niacyna
nutrients,oleic_acid,Oleic Acid,Kwas oleinowy
nutrients,omega_3,Omega 3,Omega-3
nutrients,omega_6,Omega 6,Omega-6
nutrients,omega_9,Omega 9,Omega-9
nutrients,other_carbohydrates,Other Carbohydrates,Pozostałe węglowodany
nutrients,palmitic_acid,Palmitic Acid,Kwas palmitynowy
nutrients,pantothenic_acid,Pantothenic Acid,Kwas pantotenowy
nutrients,phenylalanine,Phenylalanine,Fenyloalanina
nutrients,phosphorus,Phosphorus,Fosfor
nutrients,polyunsaturated_fats,Polyunsaturated Fats,Kwasy tłuszczowe wielonienasycone
nutrients,potassium,Potassium,Potas
nutrients,proline,Proline,Prolina
nutrients,protein,Protein,Białko
nutrients,riboflavin,Riboflavin,Ryboflawina
nutrients,saturated_fats,Saturated Fats,Kwasy tłuszczowe nasycone
nutrients,selenium,Selenium,Selen
nutrients,serine,Serine,Seryna
nutrients,sodium,Sodium,Sód
nutrients,soluble_fiber,Soluble Fiber,Błonnik rozpuszczalny
nutrients,sorbitol,Sorbitol,Sorbitol
nutrients,stearic_acid,Stearic Acid,Kwas stearynowy
nutrients,sugar_alcohols,Sugar Alcohols,Alkohole cukrowe
nutrients,taurine,Taurine,Tauryna
nutrients,thiamin,Thiamin,Tiamina
nutrients,threonine,Threonine,Treonina
nutrients,total_fat,Total Fat,Tłuszcz
nutrients,total_folate,Total Folate,Foliany ogółem
nutrients,total_sugars,Total Sugars,Cukry
nutrients,trans_fats,Trans Fats,Kwasy tłuszczowe trans
nutrients,tryptophan,Tryptophan,Tryptofan
nutrients,tyrosine,Tyrosine,Tyrozyna
nutrients,undefined,Undefined,Nieokreślone
nutrients,valine,Valine,Walina
nutrients,vitamin_a,Vitamin A,Witamina A
nutrients,vitamin_a_iu,Vitamin A Iu,Witamina A (IU)
nutrients,vitamin_b12,Vitamin B12,Witamina B12
nutrients,vitamin_b6,Vitamin B6,Witamina B6
nutrients,vitamin_c,Vitamin C,Witamina C
nutrients,vitamin_d,Vitamin D,Witamina D
nutrients,vitamin_d3,Vitamin D3,Witamina D3
nutrients,vitamin_d_iu,Vitamin D Iu,Witamina D (IU)
nutrients,vitamin_e,Vitamin E,Witamina E
nutrients,vitamin_e_alpha,Vitamin E Alpha,Witamina E (alfa-tokoferol)
nutrients,vitamin_k,Vitamin K,Witamina K
nutrients,water,Water,Woda
nutrients,xylitol,Xylitol,Ksylitol
nutrients,zinc,Zinc,Cynk
shopping_categories,alcohol,Alcohol,Alkohole
shopping_categories,baby_food,Baby Food & Formula,Żywność dla niemowląt
shopping_categories,baking,Baking,Do pieczenia
shopping_categories,beverages,Drinks,Napoje
shopping_categories,bread_bakery,Bread & Bakery,Pieczywo
shopping_categories,breakfast_spreads,"Cereals, Spreads & Honey","Płatki, dżemy i miód"
shopping_categories,canned_jarred,Canned Goods & Soups,Konserwy i zupy
shopping_categories,coffee_tea,"Coffee, Tea & Cocoa","Kawa, herbata i kakao"
shopping_categories,dairy_eggs,Dairy & Eggs,Nabiał i jaja
shopping_categories,deli_cold_cuts,Deli & Cold Cuts,Wędliny
shopping_categories,fish_seafood,Fish & Seafood,Ryby i owoce morza
shopping_categories,frozen,Frozen,Mrożonki
shopping_categories,fruits_vegetables,Fruits & Vegetables,Owoce i warzywa
shopping_categories,meat_poultry,Meat & Poultry,Mięso i drób
shopping_categories,nuts_seeds_dried_fruit,"Nuts, Seeds & Dried Fruit","Orzechy, nasiona i bakalie"
shopping_categories,oils_sauces_condiments,"Oils, Sauces & Condiments","Oleje, sosy i dodatki"
shopping_categories,other,Other,Inne
shopping_categories,pasta_rice_grains,"Pasta, Rice & Grains","Makarony, ryż i kasze"
shopping_categories,plant_based,Plant-Based Alternatives,Zamienniki roślinne
shopping_categories,ready_meals,Ready Meals & Deli,Dania gotowe i garmażerka
shopping_categories,snacks,Salty Snacks,Przekąski słone
shopping_categories,spices_seasonings,Spices & Seasonings,Przyprawy
shopping_categories,supplements,Supplements & Sports Nutrition,Suplementy i odżywki
shopping_categories,sweets,Sweets & Chocolate,Słodycze i czekolada
